STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL_CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL_VOTES,POSTAL_VOTES,TOTAL_VOTES,OVER_TOTAL_ELECTORS_IN_CONSTITUENCY,OVER_TOTAL_VOTES_POLLED_IN_CONSTITUENCY,TOTAL_ELECTORS,LITERATE
MADHYA PRADESH,CHHINDWARA,NAKUL KAMAL NATH,1,INC,HAND,MALE,0,44,GENERAL,Graduate,6601946757,8791712,586551,754,587305,38.77156002,47.04167795,1514783,Literate
MADHYA PRADESH,CHHINDWARA,NATHANSAHA KAWRETI,0,BJP,LOTUS,MALE,0,57,ST,10th Pass,9006200,236000,548845,924,549769,36.29358132,44.03513718,1514783,Literate
MADHYA PRADESH,CHHINDWARA,MANMOHAN SHAH BATTI,0,ABGP,BATTERY TORCH,MALE,2,56,ST,Post Graduate,6264000,2075000,35871,97,35968,2.374465518,2.880947842,1514783,Literate
MADHYA PRADESH,CHHINDWARA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,20312,12,20324,1.341710331,1.627902134,1514783,Not Available
MADHYA PRADESH,CHHINDWARA,GYANESHWAR GAJBHIYE,0,BSP,ELEPHANT,MALE,0,45,SC,10th Pass,3361876,0,14262,13,14275,0.942379205,1.143392194,1514783,Literate
GUJARAT,CHHOTA UDAIPUR,RATHVA GITABEN VAJESINGBHAI,1,BJP,LOTUS,FEMALE,0,47,ST,12th Pass,8634660,0,761472,2973,764445,45.74083038,61.89562408,1671253,Literate
GUJARAT,CHHOTA UDAIPUR,RATHAVA RANJITSINH MOHANSINH,0,INC,HAND,MALE,0,53,ST,Graduate,34721898,3769537,384059,2443,386502,23.12648055,31.29431483,1671253,Literate
GUJARAT,CHHOTA UDAIPUR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,32816,52,32868,1.966668123,2.661258001,1671253,Not Available
GUJARAT,CHHOTA UDAIPUR,RATHVA FURKANBHAI BALAJIBHAI,0,BSP,ELEPHANT,MALE,0,48,ST,Literate,880000,500000,14948,16,14964,0.895376104,1.211605961,1671253,Literate
TAMIL NADU,CHIDAMBARAM,THIRUMAAVALAVAN THOL,1,VCK,POT,MALE,3,56,SC,Doctorate,9244092,394248,498401,1828,500229,33.79418763,43.33774887,1480222,Literate
TAMIL NADU,CHIDAMBARAM,CHANDRASEKAR P,0,AIADMK,TWO LEAVES,MALE,0,46,SC,Post Graduate,27182370,5873380,495432,1578,497010,33.57672025,43.05886817,1480222,Literate
TAMIL NADU,CHIDAMBARAM,ELAVARASAN A,0,IND,GIFT PACK,MALE,0,55,SC,Doctorate,14672869,5800000,62219,89,62308,4.209368595,5.398104582,1480222,Literate
TAMIL NADU,CHIDAMBARAM,SIVAJOTHI M,0,NTK,GANNA KISAN,MALE,-1,35,SC,Not Available,-1,-1,37329,142,37471,2.531444608,3.246330756,1480222,Not Available
TAMIL NADU,CHIDAMBARAM,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,15479,56,15535,1.049504736,1.345887441,1480222,Not Available
TAMIL NADU,CHIDAMBARAM,RAVI T,0,MNM,BATTERY TORCH,MALE,0,49,SC,Not Available,2864000,500000,15260,74,15334,1.035925692,1.328473641,1480222,Not Available
KARNATAKA,CHIKKBALLAPUR,B.N.Bache Gowda,1,BJP,LOTUS,MALE,0,76,GENERAL,Graduate,1153501141,0,744475,1437,745912,41.23840379,53.74056097,1808780,Literate
KARNATAKA,CHIKKBALLAPUR,M.Veerappa Moily,0,INC,HAND,MALE,0,79,GENERAL,Graduate,234515884,104316683,563396,406,563802,31.17029158,40.62012108,1808780,Literate
KARNATAKA,CHIKKBALLAPUR,Dr. C.S.Dwarakanath,0,BSP,ELEPHANT,MALE,0,65,GENERAL,Post Graduate,40844395,0,23418,28,23446,1.29623282,1.689208905,1808780,Literate
KARNATAKA,CHIKKBALLAPUR,S.Varalakshmi,0,CPI(M),"HAMMER, SICKLE AND STAR",FEMALE,3,48,GENERAL,12th Pass,969310,0,18639,9,18648,1.030971152,1.343528434,1808780,Literate
KARNATAKA,CHIKKODI,ANNASAHEB SHANKAR JOLLE,1,BJP,LOTUS,MALE,0,55,GENERAL,12th Pass,344922831,195595693,641232,3785,645017,39.99966513,52.89266025,1612556,Literate
KARNATAKA,CHIKKODI,PRAKASH BABANNA HUKKERI,0,INC,HAND,MALE,0,72,GENERAL,10th Pass,192138555,3881000,524871,1269,526140,32.62770409,43.14451288,1612556,Literate
KARNATAKA,CHIKKODI,MACHENDRA DAVALU KADAPURE,0,BSP,ELEPHANT,MALE,0,49,SC,8th Pass,186398,0,15508,67,15575,0.96585793,1.277180576,1612556,Literate
KARNATAKA,CHITRADURGA,A NARAYANASWAMY,1,BJP,LOTUS,MALE,0,62,SC,Graduate,96197642,0,624200,1995,626195,35.56646956,50.23601972,1760633,Literate
KARNATAKA,CHITRADURGA,B N CHANDRAPPA,0,INC,HAND,MALE,0,64,SC,Post Graduate,48222730,0,545159,858,546017,31.01253924,43.80380038,1760633,Literate
ANDHRA PRADESH,CHITTOOR,N. REDDEPPA,1,YSRCP,CEILING FAN,MALE,0,68,SC,Post Graduate,17355862,1341542,681325,5467,686792,43.84247931,52.04408795,1566499,Literate
ANDHRA PRADESH,CHITTOOR,NARAMALLI SIVA PRASAD,0,TDP,BICYCLE,MALE,0,67,SC,Graduate,69628816,0,545374,4147,549521,35.07956277,41.6418934,1566499,Literate
ANDHRA PRADESH,CHITTOOR,CHEEMALA. RANGAPPA,0,INC,HAND,MALE,0,60,SC,Graduate,12832000,0,24497,146,24643,1.573125805,1.867410307,1566499,Literate
ANDHRA PRADESH,CHITTOOR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,20503,53,20556,1.312225542,1.557703456,1566499,Not Available
ANDHRA PRADESH,CHITTOOR,C. PUNYAMURTHY,0,BSP,ELEPHANT,MALE,4,45,SC,Not Available,30323800,21635686,19952,110,20062,1.280690253,1.520268862,1566499,Not Available
RAJASTHAN,CHITTORGARH,Chandra Prakash Joshi,1,BJP,LOTUS,MALE,0,43,GENERAL,Graduate,19725115,100000,979946,2996,982942,48.75919621,67.35865839,2015911,Literate
RAJASTHAN,CHITTORGARH,Gopal Singh Shekhawat,0,INC,HAND,MALE,0,68,GENERAL,Graduate,4594912,0,405681,1014,406695,20.17425372,27.86983319,2015911,Literate
RAJASTHAN,CHITTORGARH,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,17513,15,17528,0.869482829,1.201151812,2015911,Not Available
RAJASTHAN,CHURU,RAHUL KASWAN,1,BJP,LOTUS,MALE,0,42,GENERAL,Graduate,36723865,15163379,786573,6426,792999,39.27479714,59.59387437,2019104,Literate
RAJASTHAN,CHURU,RAFIQUE MANDELIA,0,INC,HAND,MALE,3,58,GENERAL,10th Pass,582281544,464721999,457117,1480,458597,22.71289641,34.46356427,2019104,Literate
RAJASTHAN,CHURU,BALWAN POONIA,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,12,41,GENERAL,Graduate,3668789,1415622,24892,198,25090,1.242630394,1.885513485,2019104,Literate
RAJASTHAN,CHURU,HARI SINGH,0,BSP,ELEPHANT,MALE,0,57,GENERAL,12th Pass,18103000,795000,16059,57,16116,0.798175825,1.21111739,2019104,Literate
TAMIL NADU,COIMBATORE,NATARAJAN. P.R,1,CPI(M),"HAMMER, SICKLE AND STAR",MALE,1,68,GENERAL,12th Pass,20284430,3234168,567741,3409,571150,29.15661002,45.65806692,1958904,Literate
TAMIL NADU,COIMBATORE,RADHAKRISHNAN. C.P,0,BJP,LOTUS,MALE,0,61,GENERAL,Graduate,671140166,23686000,390823,1184,392007,20.01154727,31.33727014,1958904,Literate
TAMIL NADU,COIMBATORE,MAHENDRAN. R,0,MNM,BATTERY TORCH,MALE,0,55,GENERAL,Post Graduate,1333052340,115756111,144808,296,145104,7.407407407,11.5996991,1958904,Literate
TAMIL NADU,COIMBATORE,KALYANA SUNDARAM. S,0,NTK,GANNA KISAN,MALE,0,36,GENERAL,Post Graduate,855083,0,60391,128,60519,3.089431641,4.837924455,1958904,Literate
TAMIL NADU,COIMBATORE,APPATHURAI. N.R.,0,IND,GIFT PACK,MALE,3,68,GENERAL,12th Pass,300815900,3555000,37989,72,38061,1.942974235,3.042618726,1958904,Literate
TAMIL NADU,COIMBATORE,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,23081,109,23190,1.183825241,1.853822239,1958904,Not Available
WEST BENGAL,COOCH BEHAR,NISITH PRAMANIK,1,BJP,LOTUS,MALE,11,33,SC,8th Pass,9629810,0,728634,2960,731594,40.3259839,47.9593509,1814200,Literate
WEST BENGAL,COOCH BEHAR,ADHIKARY PARESH CHANDRA,0,AITC,FLOWERS AND GRASS,MALE,0,66,SC,12th Pass,41775148,4120964,676339,1024,677363,37.33673244,44.40425948,1814200,Literate
WEST BENGAL,COOCH BEHAR,GOBINDA CHANDRA ROY,0,AIFB,LION,MALE,2,61,SC,Post Graduate,4644800,400000,46648,162,46810,2.580200639,3.068610754,1814200,Literate
WEST BENGAL,COOCH BEHAR,PIYA ROY CHOWDHURY,0,INC,HAND,FEMALE,0,38,SC,Post Graduate,7263933,547297,28087,128,28215,1.555230956,1.849622996,1814200,Literate
TAMIL NADU,CUDDALORE,T. R. V .S. RAMESH,1,DMK,RISING SUN,MALE,0,48,GENERAL,Graduate,423378552,102828604,519594,2566,522160,38.28045846,50.04504591,1364038,Literate
TAMIL NADU,CUDDALORE,Dr. R. GOVINDASAMY,0,PMK,MANGO,MALE,1,69,GENERAL,Post Graduate,254147934,1065600,376628,1549,378177,27.72481412,36.24537561,1364038,Literate
TAMIL NADU,CUDDALORE,K. THANGAVEL,0,IND,GIFT PACK,MALE,0,49,GENERAL,10th Pass,10008914,1700000,44865,27,44892,3.291110658,4.302555157,1364038,Literate
TAMIL NADU,CUDDALORE,R. CHITHRA,0,NTK,GANNA KISAN,FEMALE,0,40,GENERAL,Graduate,640737,0,34565,127,34692,2.543330904,3.324963101,1364038,Literate
TAMIL NADU,CUDDALORE,V. ANNAMALAI,0,MNM,BATTERY TORCH,MALE,0,44,GENERAL,Post Graduate,88267747,0,23612,101,23713,1.738441304,2.272709847,1364038,Literate
ODISHA,CUTTACK,BHARTRUHARI MAHTAB,1,BJD,CONCH,MALE,0,62,GENERAL,Post Graduate,106894976,0,524117,475,524592,34.53544315,49.46839057,1518996,Literate
ODISHA,CUTTACK,PRAKASH MISHRA,0,BJP,LOTUS,MALE,0,63,GENERAL,Post Graduate,93102541,0,401959,1432,403391,26.5564228,38.03928299,1518996,Literate
ODISHA,CUTTACK,PANCHANAN KANUNGO,0,INC,HAND,MALE,1,67,GENERAL,Post Graduate,8739577,152000,99742,105,99847,6.573223366,9.415451234,1518996,Literate
DADRA & NAGAR HAVELI,DADRA AND NAGAR HAVELI,DELKAR MOHANBHAI SANJIBHAI,1,IND,BATSMAN,MALE,0,56,ST,Graduate,708885980,37268162,90399,22,90421,36.16420495,45.44134202,250029,Literate
DADRA & NAGAR HAVELI,DADRA AND NAGAR HAVELI,PATEL NATUBHAI GOMANBHAI,0,BJP,LOTUS,MALE,6,46,ST,5th Pass,496942663,215617501,81384,36,81420,32.56422255,40.91786274,250029,Literate
DADRA & NAGAR HAVELI,DADRA AND NAGAR HAVELI,TOKIYA PRABHUBHAI,0,INC,HAND,MALE,1,40,ST,12th Pass,5430633,0,8608,0,8608,3.442800635,4.325975958,250029,Literate
DADRA & NAGAR HAVELI,DADRA AND NAGAR HAVELI,PATEL ANKITA AMRUTBHAI,0,SHS,BOW & ARROW,FEMALE,0,35,ST,Graduate,46486347,12206998,4000,0,4000,1.599814422,2.010211876,250029,Literate
DADRA & NAGAR HAVELI,DADRA AND NAGAR HAVELI,KURADA DEEPAKBHAI,0,IND,THROWING A JAVELIN,MALE,0,33,ST,Graduate,20095,0,3630,0,3630,1.451831588,1.824267278,250029,Literate
DADRA & NAGAR HAVELI,DADRA AND NAGAR HAVELI,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,2950,0,2950,1.179863136,1.482531259,250029,Not Available
DADRA & NAGAR HAVELI,DADRA AND NAGAR HAVELI,DAYAT MANOJ RANCHOD,0,IND,HELICOPTER,MALE,0,31,ST,12th Pass,168959,84060,2287,0,2287,0.914693896,1.14933864,250029,Literate
GUJARAT,DAHOD,JASHVANTSINH SUMANBHAI BHABHOR,1,BJP,LOTUS,MALE,0,52,ST,Graduate,27070480,0,558977,2783,561760,35.13329777,52.77759771,1598939,Literate
GUJARAT,DAHOD,KATARA BABUBHAI KHIMABHAI,0,INC,HAND,MALE,1,58,ST,Graduate,48020539,2490502,431312,2852,434164,27.153256,40.7898977,1598939,Literate
GUJARAT,DAHOD,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,31873,63,31936,1.997324476,3.000401168,1598939,Not Available
GUJARAT,DAHOD,BHABHOR DHULABHAI DITABHAI,0,BSP,ELEPHANT,MALE,0,64,ST,10th Pass,71845,0,11329,10,11339,0.70915776,1.06530401,1598939,Literate
GUJARAT,DAHOD,DEVDHA SAMSUBHAI KHATARABHAI,0,IND,BOAT WITH MAN AND SAIL,MALE,0,51,ST,Graduate,0,0,11135,7,11142,0.69683709,1.046795773,1598939,Literate
KARNATAKA,DAKSHINA KANNADA,NALIN KUMAR KATEEL,1,BJP,LOTUS,MALE,4,52,GENERAL,10th Pass,14678300,4450945,772754,1531,774285,44.88671147,57.5528098,1724976,Literate
KARNATAKA,DAKSHINA KANNADA,MITHUN M RAI,0,INC,HAND,MALE,1,34,GENERAL,Graduate,32963608,14804098,499387,277,499664,28.966432,37.14015789,1724976,Literate
KARNATAKA,DAKSHINA KANNADA,MOHAMMED ELIYAS,0,SDPI,GAS CYLINDER,MALE,1,57,GENERAL,12th Pass,501640,0,46834,5,46839,2.715342126,3.481555316,1724976,Literate
DAMAN & DIU,DAMAN & DIU,LALUBHAI BABUBHAI PATEL,1,BJP,LOTUS,MALE,0,63,GENERAL,8th Pass,213993750,9969514,37586,11,37597,30.88302941,42.98126279,121740,Literate
DAMAN & DIU,DAMAN & DIU,KETAN DAHYABHAI PATEL,0,INC,HAND,MALE,5,44,GENERAL,Not Available,173222574,43113473,27643,12,27655,22.71644488,31.61546992,121740,Not Available
DAMAN & DIU,DAMAN & DIU,PATEL UMESHBHAI BABUBHAI,0,IND,SHIP,MALE,8,42,GENERAL,Graduate,2698150,0,19935,3,19938,16.37752587,22.79331908,121740,Literate
DAMAN & DIU,DAMAN & DIU,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,1487,0,1487,1.221455561,1.699953128,121740,Not Available
MADHYA PRADESH,DAMOH,PRAHALAD SINGH PATEL,1,BJP,LOTUS,MALE,0,59,GENERAL,Graduate,43292483,4230614,704221,303,704524,39.83113756,60.50506482,1768777,Literate
MADHYA PRADESH,DAMOH,PRATAP SINGH,0,INC,HAND,MALE,0,57,GENERAL,10th Pass,23844753,120000,351016,97,351113,19.85060864,30.1538554,1768777,Literate
MADHYA PRADESH,DAMOH,"JITTU KHARE ""BADAL""",0,BSP,ELEPHANT,MALE,0,34,GENERAL,8th Pass,2188000,0,45822,26,45848,2.592073506,3.937461622,1768777,Literate
BIHAR,DARBHANGA,Gopal Jee Thakur,1,BJP,LOTUS,MALE,0,49,GENERAL,Post Graduate,19301808,1039660,585013,1655,586668,35.45226615,60.76249858,1654811,Literate
BIHAR,DARBHANGA,Abdul Bari Siddiqui,0,RJD,HURRICANE LAMP,MALE,0,67,GENERAL,12th Pass,21127716,911152,317485,1204,318689,19.25833222,33.00732255,1654811,Literate
BIHAR,DARBHANGA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,20444,24,20468,1.236878411,2.119915899,1654811,Not Available
BIHAR,DARBHANGA,SAGUNI RAY,0,IND,CUP & SAUCER,MALE,0,58,GENERAL,Literate,574658,0,13768,6,13774,0.832360916,1.426603557,1654811,Literate
BIHAR,DARBHANGA,MD. MUKHTAR,0,BSP,ELEPHANT,MALE,1,64,GENERAL,Literate,7761074,120000,11243,12,11255,0.680138094,1.165705171,1654811,Literate
WEST BENGAL,DARJEELING,RAJU BISTA,1,BJP,LOTUS,MALE,0,33,GENERAL,Graduate,151106062,27428941,744657,5410,750067,46.549934,59.07593021,1611317,Literate
WEST BENGAL,DARJEELING,AMAR SINGH RAI,0,AITC,FLOWERS AND GRASS,MALE,2,71,GENERAL,Post Graduate,17051116,120000,335793,831,336624,20.89123369,26.51279943,1611317,Literate
WEST BENGAL,DARJEELING,Sankar Malakar,0,INC,HAND,MALE,2,65,SC,Graduate,36563205,0,64744,442,65186,4.045510598,5.134106135,1611317,Literate
WEST BENGAL,DARJEELING,SAMAN PATHAK,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,7,46,GENERAL,Graduate,2994408,0,50446,78,50524,3.135571709,3.979314245,1611317,Literate
WEST BENGAL,DARJEELING,RAJESH SINGH,0,IND,PEN NIB WITH SEVEN RAYS,MALE,0,49,GENERAL,12th Pass,3775000,0,15972,1,15973,0.991300905,1.258047392,1611317,Literate
RAJASTHAN,DAUSA,Jaskaur Meena,1,BJP,LOTUS,FEMALE,0,71,ST,Post Graduate,143742564,5825431,545481,3252,548733,31.71337274,51.56886995,1730289,Literate
RAJASTHAN,DAUSA,Savita Meena,0,INC,HAND,FEMALE,0,54,ST,12th Pass,111123791,1432480,467458,2831,470289,27.17979482,44.19685399,1730289,Literate
RAJASTHAN,DAUSA,Dwarka Prasad Maheshwara,0,BSP,ELEPHANT,MALE,0,36,ST,Post Graduate,1000,0,13363,51,13414,0.775246216,1.260621872,1730289,Literate
KARNATAKA,DAVANAGERE,G M SIDDESHWAR,1,BJP,LOTUS,MALE,0,67,GENERAL,10th Pass,380164932,14670809,651353,1643,652996,39.98594054,54.63373005,1633064,Literate
KARNATAKA,DAVANAGERE,H B MANJAPPA,0,INC,HAND,MALE,0,51,GENERAL,10th Pass,30895000,1412482,482683,611,483294,29.59430861,40.43539919,1633064,Literate
UTTAR PRADESH,DEORIA,RAMAPATI RAM TRIPATHI,1,BJP,LOTUS,MALE,1,69,GENERAL,Graduate,29451678,9310684,577617,3027,580644,33.10031097,57.17273404,1754195,Literate
UTTAR PRADESH,DEORIA,BINOD KUMAR JAISWAL,0,BSP,ELEPHANT,MALE,-1,56,GENERAL,Not Available,-1,-1,327728,2985,330713,18.85269312,32.56344058,1754195,Not Available
UTTAR PRADESH,DEORIA,NIYAZ AHMED,0,INC,HAND,MALE,-1,57,GENERAL,Not Available,-1,-1,50749,307,51056,2.910508809,5.027195853,1754195,Not Available
UTTAR PRADESH,DEORIA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,13358,63,13421,0.765080279,1.321490041,1754195,Not Available
MADHYA PRADESH,DEWAS,MAHENDRA SINGH SOLANKY,1,BJP,LOTUS,MALE,0,35,SC,Graduate,3812464,1832631,860708,1721,862429,48.98764728,61.61545078,1760503,Literate
MADHYA PRADESH,DEWAS,PRAHLAD SINGH TIPANYA,0,INC,HAND,MALE,0,65,SC,Post Graduate,12898376,810000,489757,423,490180,27.84317891,35.02046159,1760503,Literate
MADHYA PRADESH,DEWAS,"BADRILAL ""AKELA""",0,BSP,ELEPHANT,MALE,0,43,SC,Post Graduate,7165222,402000,18307,31,18338,1.041634124,1.310141631,1760503,Literate
JHARKHAND,DHANBAD,PASHUPATI NATH SINGH,1,BJP,LOTUS,MALE,0,69,GENERAL,Graduate,27286918,0,824704,2530,827234,39.91220833,66.00631151,2072634,Literate
JHARKHAND,DHANBAD,KIRTI AZAD,0,INC,HAND,MALE,4,58,GENERAL,Graduate,84026755,5147300,340141,899,341040,16.45442466,27.21212194,2072634,Literate
MADHYA PRADESH,DHAR,CHATTARSINGH DARBAR,1,BJP,LOTUS,MALE,1,65,ST,Post Graduate,23198238,2471613,721025,1122,722147,40.43034435,53.72422023,1786151,Literate
MADHYA PRADESH,DHAR,GIRWAL DINESH,0,INC,HAND,MALE,0,38,ST,Graduate,53425064,4484036,565687,431,566118,31.69485671,42.11642243,1786151,Literate
MADHYA PRADESH,DHAR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,17923,6,17929,1.003778516,1.333830293,1786151,Not Available
MADHYA PRADESH,DHAR,GULSINGH RAMSINGH KAWACHE,0,BSP,ELEPHANT,MALE,0,61,ST,Post Graduate,11919939,1400000,13805,22,13827,0.774122681,1.028661468,1786151,Literate
TAMIL NADU,DHARMAPURI,DNV SENTHILKUMAR. S.,1,DMK,RISING SUN,MALE,1,41,GENERAL,Post Graduate,48477451,6053502,568310,6678,574988,38.69877857,46.95830424,1485804,Literate
TAMIL NADU,DHARMAPURI,ANBUMANI RAMADOSS,0,PMK,MANGO,MALE,12,50,GENERAL,Graduate,338535112,72681681,501013,3222,504235,33.93684497,41.18002556,1485804,Literate
TAMIL NADU,DHARMAPURI,PALANIAPPAN. P.,0,IND,GIFT PACK,MALE,4,57,GENERAL,Post Graduate,48079072,5306342,53155,500,53655,3.611176171,4.381913734,1485804,Literate
TAMIL NADU,DHARMAPURI,RUKMANIDEVI. R.,0,NTK,GANNA KISAN,FEMALE,0,30,GENERAL,Post Graduate,1378000,0,19483,191,19674,1.324131581,1.606742537,1485804,Literate
TAMIL NADU,DHARMAPURI,RAJASEKAR. D.,0,MNM,BATTERY TORCH,MALE,1,43,GENERAL,Post Graduate,16426500,5394587,15481,133,15614,1.050878851,1.275169156,1485804,Literate
TAMIL NADU,DHARMAPURI,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,13304,75,13379,0.900455242,1.092640459,1485804,Not Available
KARNATAKA,DHARWAD,Pralhad Joshi,1,BJP,LOTUS,MALE,1,56,GENERAL,Graduate,111384447,51736254,682557,2280,684837,39.64757939,56.4052027,1727311,Literate
KARNATAKA,DHARWAD,Vinay Kulkarni,0,INC,HAND,MALE,0,52,GENERAL,12th Pass,197860927,0,479119,646,479765,27.77525298,39.51486569,1727311,Literate
UTTAR PRADESH,DHAURAHRA,REKHA VERMA,1,BJP,LOTUS,FEMALE,3,45,GENERAL,12th Pass,24735488,7095916,512582,323,512905,31.18581555,48.20748661,1644674,Literate
UTTAR PRADESH,DHAURAHRA,ARSHAD ILIYAS SIDDIQUI,0,BSP,ELEPHANT,MALE,7,63,GENERAL,10th Pass,524986176,176677024,352093,201,352294,21.42029363,33.11180099,1644674,Literate
UTTAR PRADESH,DHAURAHRA,KUNWAR JITIN PRASADA,0,INC,HAND,MALE,0,42,GENERAL,Post Graduate,121801005,0,162727,129,162856,9.902023137,15.30669118,1644674,Literate
UTTAR PRADESH,DHAURAHRA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,10792,6,10798,0.656543485,1.014894455,1644674,Not Available
ODISHA,DHENKANAL,MAHESH SAHOO,1,BJD,CONCH,MALE,1,58,SC,12th Pass,14529286,0,521954,930,522884,34.75691022,46.14172269,1504403,Literate
ODISHA,DHENKANAL,RUDRA NARAYAN PANY,0,BJP,LOTUS,MALE,7,59,GENERAL,Graduate,3628704,0,483978,3494,487472,32.40301967,43.01680267,1504403,Literate
ODISHA,DHENKANAL,RAJA KAMAKHYA PRASAD SINGH DEO,0,INC,HAND,MALE,0,77,GENERAL,12th Pass,154100240,0,79987,362,80349,5.340922612,7.090370478,1504403,Literate
ASSAM,DHUBRI,BADRUDDIN AJMAL,1,AIUDF,LOCK AND KEY,MALE,7,63,GENERAL,Post Graduate,788064044,10159381,718131,633,718764,38.67304147,42.65514896,1858566,Literate
ASSAM,DHUBRI,ABU TAHER BEPARI,0,INC,HAND,MALE,1,52,GENERAL,Post Graduate,37395652,2210543,492086,420,492506,26.49924727,29.22783667,1858566,Literate
ASSAM,DHUBRI,ZABED ISLAM,0,AGP,ELEPHANT,MALE,0,50,GENERAL,Graduate,12133685,1391293,398770,963,399733,21.50760317,23.72221016,1858566,Literate
MAHARASHTRA,DHULE,Bhamre Subhash Ramrao,1,BJP,LOTUS,MALE,2,66,GENERAL,Post Graduate,158651112,1000000,610268,3265,613533,32.15290228,56.36095898,1908173,Literate
MAHARASHTRA,DHULE,Kunalbaba Rohidas Patil,0,INC,HAND,MALE,1,45,GENERAL,Graduate,420966036,585784500,382636,1654,384290,20.13915929,35.30201786,1908173,Literate
MAHARASHTRA,DHULE,Nabi Ahmad Ahmad Dulla,0,VBA,CUP & SAUCER,MALE,1,46,GENERAL,5th Pass,117652383,0,39336,113,39449,2.067370202,3.623902008,1908173,Literate
WEST BENGAL,DIAMOND HARBOUR,ABHISHEK BANERJEE,1,AITC,FLOWERS AND GRASS,MALE,0,31,GENERAL,Graduate,13794320,0,790725,402,791127,46.01742681,56.13325926,1719190,Literate
WEST BENGAL,DIAMOND HARBOUR,NILANJAN ROY,0,BJP,LOTUS,MALE,4,43,GENERAL,Post Graduate,4559455,935601,470047,486,470533,27.36945887,33.38598086,1719190,Literate
WEST BENGAL,DIAMOND HARBOUR,Dr. FUAD HALIM,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,0,48,GENERAL,Graduate,36020256,0,93833,108,93941,5.464259331,6.665446266,1719190,Literate
WEST BENGAL,DIAMOND HARBOUR,SOUMYA AICH ROY,0,INC,HAND,MALE,0,49,GENERAL,Post Graduate,12534000,500000,19819,9,19828,1.153333837,1.406866741,1719190,Literate
WEST BENGAL,DIAMOND HARBOUR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,16242,5,16247,0.94503807,1.152782124,1719190,Not Available
ASSAM,DIBRUGARH,RAMESWAR TELI,1,BJP,LOTUS,MALE,0,48,GENERAL,10th Pass,4370067,0,657983,1600,659583,50.18439207,64.9200978,1314319,Literate
ASSAM,DIBRUGARH,PABAN SINGH GHATOWAR,0,INC,HAND,MALE,0,67,GENERAL,Graduate,57488181,0,294663,354,295017,22.44637717,29.03733494,1314319,Literate
ASSAM,DIBRUGARH,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,21240,48,21288,1.61969811,2.095292089,1314319,Not Available
TAMIL NADU,DINDIGUL,"VELUSAMY, P.",1,DMK,RISING SUN,MALE,0,52,GENERAL,Illiterate,148076407,31474526,743813,2710,746523,48.41638233,64.30382167,1541881,Illiterate
TAMIL NADU,DINDIGUL,"JOTHIMUTHU, K.",0,PMK,MANGO,MALE,-1,48,GENERAL,Not Available,-1,-1,206782,769,207551,13.46089614,17.87797897,1541881,Not Available
TAMIL NADU,DINDIGUL,"JOTHI MURUGAN,P.",0,IND,GIFT PACK,MALE,1,42,GENERAL,Post Graduate,38770497,8000000,62719,156,62875,4.077811452,5.415911885,1541881,Literate
TAMIL NADU,DINDIGUL,"MANSOORALI KHAN, A.",0,NTK,GANNA KISAN,MALE,-1,56,GENERAL,Not Available,-1,-1,54574,383,54957,3.564282847,4.733873073,1541881,Not Available
TAMIL NADU,DINDIGUL,"SUTHAKARAN, S. Dr.",0,MNM,BATTERY TORCH,MALE,0,52,GENERAL,Graduate,58904398,25302234,38586,198,38784,2.515369215,3.340767022,1541881,Literate
TAMIL NADU,DINDIGUL,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14051,126,14177,0.919461359,1.221175074,1541881,Not Available
MAHARASHTRA,DINDORI,Dr. Bharati Pravin Pawar,1,BJP,LOTUS,FEMALE,0,40,ST,Graduate,122885349,1449572,565452,2018,567470,32.74616027,49.83481192,1732936,Literate
MAHARASHTRA,DINDORI,Dhanraj Haribhau Mahale,0,NCP,CLOCK,MALE,1,44,ST,12th Pass,11989452,12518538,368111,580,368691,21.27551162,32.37818147,1732936,Literate
MAHARASHTRA,DINDORI,Gavit Jeeva Pandu,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,7,70,ST,Graduate,22228892,683365,109485,85,109570,6.322795533,9.622359494,1732936,Literate
