STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL_CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL_VOTES,POSTAL_VOTES,TOTAL_VOTES,OVER_TOTAL_ELECTORS_IN_CONSTITUENCY,OVER_TOTAL_VOTES_POLLED_IN_CONSTITUENCY,TOTAL_ELECTORS,LITERATE
ANDHRA PRADESH,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,0,BJP,LOTUS,MALE,0,54,ST,Doctorate,11443485,2200000,17578,289,17867,1.23100306,1.657059917,1451418,Literate
ANDHRA PRADESH,ARUKU,SHRUTI DEVI VYRICHERLA,0,INC,HAND,FEMALE,0,46,ST,Graduate,23592023,0,17656,74,17730,1.221564015,1.644353967,1451418,Literate
ANDHRA PRADESH,ARUKU,KANGALA BALUDORA,0,IND,CUP & SAUCER,MALE,0,61,ST,Illiterate,340500,0,13810,16,13826,0.952585678,1.282280764,1451418,Illiterate
ANDHRA PRADESH,ARUKU,NARAVA SATYAVATHI,0,IND,BANGLES,FEMALE,0,37,ST,10th Pass,964000,0,11231,5,11236,0.774139497,1.042073388,1451418,Literate
ARUNACHAL PRADESH,ARUNACHAL EAST,Tapir Gao,1,BJP,LOTUS,MALE,0,54,ST,Post Graduate,136628259,0,148567,5316,153883,45.28794425,52.03689989,339788,Literate
ARUNACHAL PRADESH,ARUNACHAL EAST,Lowangcha Wanglat,0,INC,HAND,MALE,0,69,ST,Graduate,353530297,4168771,80378,3557,83935,24.70216723,28.38336394,339788,Literate
ARUNACHAL PRADESH,ARUNACHAL EAST,Mongol Yomso,0,PPA,MAIZE,MALE,0,47,ST,12th Pass,10452925,0,22160,777,22937,6.750385535,7.756349778,339788,Literate
ARUNACHAL PRADESH,ARUNACHAL EAST,Bandey Mili,0,JD(S),A LADY FARMER CARRYING PADDY ON HER HEAD,MALE,0,38,ST,12th Pass,12720974,0,15304,654,15958,4.696457791,5.396339092,339788,Literate
ARUNACHAL PRADESH,ARUNACHAL EAST,C. C. Singpho,0,IND,HELICOPTER,MALE,0,68,ST,Graduate,27303830,0,10955,538,11493,3.382403145,3.886459781,339788,Literate
ARUNACHAL PRADESH,ARUNACHAL EAST,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,5490,85,5575,1.640728925,1.885235646,339788,Not Available
ARUNACHAL PRADESH,ARUNACHAL WEST,KIREN RIJIJU,1,BJP,LOTUS,MALE,0,47,ST,Graduate,15279000,0,216494,9302,225796,48.68653981,62.02385956,463775,Literate
ARUNACHAL PRADESH,ARUNACHAL WEST,NABAM TUKI,0,INC,HAND,MALE,1,51,ST,Graduate,1002950534,204955775,49362,1591,50953,10.98657754,13.99626971,463775,Literate
ARUNACHAL PRADESH,ARUNACHAL WEST,JARJUM ETE,0,JD(S),A LADY FARMER CARRYING PADDY ON HER HEAD,FEMALE,0,56,ST,Post Graduate,38265000,0,41510,2410,43920,9.470109428,12.0643763,463775,Literate
ARUNACHAL PRADESH,ARUNACHAL WEST,KHYODA APIK,0,NPEP,BOOK,MALE,1,42,ST,12th Pass,300737886,7500000,26530,589,27119,5.847447577,7.449312863,463775,Literate
ARUNACHAL PRADESH,ARUNACHAL WEST,SUBU KECHI,0,PPA,MAIZE,MALE,0,45,ST,Graduate,1955000,0,4633,133,4766,1.027653496,1.309171618,463775,Literate
WEST BENGAL,ASANSOL,BABUL SUPRIYO,1,BJP,LOTUS,MALE,4,48,GENERAL,Graduate,59234826,5722184,632727,651,633378,39.19745771,51.1551499,1615865,Literate
WEST BENGAL,ASANSOL,MOON MOON SEN,0,AITC,FLOWERS AND GRASS,FEMALE,0,65,GENERAL,Post Graduate,101582564,0,435584,157,435741,26.96642356,35.19288035,1615865,Literate
WEST BENGAL,ASANSOL,GOURANGA CHATTERJEE,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,3,59,GENERAL,Post Graduate,1618401,0,87553,55,87608,5.421740059,7.07571209,1615865,Literate
WEST BENGAL,ASANSOL,BISWARUP MONDAL,0,INC,HAND,MALE,0,37,GENERAL,10th Pass,10163408,2629771,21019,19,21038,1.301965201,1.69914655,1615865,Literate
WEST BENGAL,ASANSOL,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14432,15,14447,0.894072215,1.166820525,1615865,Not Available
WEST BENGAL,ASANSOL,MD. ZAHIR ALAM,0,BMUP,COT,MALE,0,62,GENERAL,Post Graduate,1748,0,12677,0,12677,0.784533361,1.023865425,1615865,Literate
ODISHA,ASKA,Pramila Bisoyi,1,BJD,CONCH,FEMALE,0,70,GENERAL,5th Pass,732470,0,552364,385,552749,35.86612551,54.51764984,1541145,Literate
ODISHA,ASKA,Anita Subhadarshini,0,BJP,LOTUS,FEMALE,0,47,GENERAL,Post Graduate,16175950,17925000,346249,1793,348042,22.58333901,34.32739252,1541145,Literate
ODISHA,ASKA,Rama Krushna Panda,0,CPI(M),EARS OF CORN AND SICKLE,MALE,1,47,GENERAL,Post Graduate,329980,0,59889,89,59978,3.89178176,5.915631873,1541145,Literate
ODISHA,ASKA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,17330,14,17344,1.125397026,1.710639221,1541145,Not Available
KERALA,ATTINGAL,Adv. ADOOR PRAKASH,1,INC,HAND,MALE,7,63,GENERAL,Graduate,144098612,27622685,379469,1526,380995,28.20701705,37.87045946,1350710,Literate
KERALA,ATTINGAL,Dr. A. SAMPATH,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,0,56,GENERAL,Doctorate,38448688,3611333,340298,2450,342748,25.37539516,34.06875219,1350710,Literate
KERALA,ATTINGAL,SOBHASURENDRAN,0,BJP,LOTUS,FEMALE,40,49,GENERAL,Graduate,1981638,0,246502,1579,248081,18.36671084,24.65896259,1350710,Literate
BIHAR,AURANGABAD,SUSHIL KUMAR SINGH,1,BJP,LOTUS,MALE,3,53,GENERAL,Post Graduate,167895109,3746607,426116,1605,427721,24.54100476,45.72262683,1742883,Literate
MAHARASHTRA,AURANGABAD,Imtiaz Jaleel Syed,1,AIMIM,KITE,MALE,4,50,GENERAL,Post Graduate,29562768,6800000,388784,258,389042,20.62478397,32.45459558,1886284,Literate
BIHAR,AURANGABAD,NARESH YADAV,0,BSP,ELEPHANT,MALE,5,34,GENERAL,Literate,12674177,824000,33697,75,33772,1.937708957,3.610167734,1742883,Literate
BIHAR,AURANGABAD,UPENDRA PRASAD,0,HAMS,TELEPHONE,MALE,0,55,GENERAL,Post Graduate,20394370,471998,356846,323,357169,20.49299924,38.18074142,1742883,Literate
MAHARASHTRA,AURANGABAD,Chandrakant Khaire,0,SHS,BOW AND ARROW,MALE,9,67,GENERAL,12th Pass,89820322,31390310,383759,791,384550,20.38664379,32.07986472,1886284,Literate
MAHARASHTRA,AURANGABAD,Harshwardhandada Raibhanji Jadhav,0,IND,TRACTOR CHALATA KISAN,MALE,2,41,GENERAL,Graduate,123952399,11017453,283237,561,283798,15.04534842,23.67494851,1886284,Literate
MAHARASHTRA,AURANGABAD,Zambad Subhash Manakchand,0,INC,HAND,MALE,0,56,GENERAL,12th Pass,339452909,198464347,91688,101,91789,4.866128324,7.657206353,1886284,Literate
BIHAR,AURANGABAD,DHIRENDRA KUMAR SINGH,0,IND,AIR CONDITIONER,MALE,0,62,GENERAL,Graduate,8389250,0,24826,6,24832,1.424765747,2.65449737,1742883,Literate
BIHAR,AURANGABAD,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,22397,27,22424,1.286603863,2.397086381,1742883,Not Available
BIHAR,AURANGABAD,DR DHARMENDRA KUMAR,0,AHFBK,CHESS BOARD,MALE,1,42,ST,Graduate,6006600,0,16584,5,16589,0.951813748,1.773335086,1742883,Literate
BIHAR,AURANGABAD,SANTOSH KUMAR SINHA,0,IND,ALMIRAH,MALE,0,43,GENERAL,Graduate,1275000,0,15010,4,15014,0.861446236,1.604970341,1742883,Literate
BIHAR,AURANGABAD,AVINASH KUMAR,0,PPID,TABLE,MALE,0,35,GENERAL,Post Graduate,3717856,0,13668,12,13680,0.784906388,1.462368074,1742883,Literate
BIHAR,AURANGABAD,YOGENDRA RAM,0,IND,BALLOON,MALE,0,58,SC,Literate,155000,0,11979,8,11987,0.687768485,1.281389335,1742883,Literate
BIHAR,AURANGABAD,SOM PRAKASH,0,SPL,TRACTOR CHALATA KISAN,MALE,0,46,GENERAL,Graduate,143780000,0,11709,4,11713,0.672047407,1.252099214,1742883,Literate
ASSAM,AUTONOMOUS DISTRICT,HOREN SING BEY,1,BJP,LOTUS,MALE,2,49,ST,Graduate,20693570,5956209,380183,1133,381316,47.90733028,61.71579878,795945,Literate
ASSAM,AUTONOMOUS DISTRICT,BIREN SINGH ENGTI,0,INC,HAND,MALE,0,76,ST,Post Graduate,7866276,0,141344,346,141690,17.80148126,22.93245374,795945,Literate
ASSAM,AUTONOMOUS DISTRICT,JONES INGTI KATHAR,0,IND,BATTERY TORCH,MALE,0,68,ST,Post Graduate,610218,-1,39425,158,39583,4.973082311,6.406488222,795945,Literate
ASSAM,AUTONOMOUS DISTRICT,HOLIRAM TERANG,0,ASDC,TABLE,MALE,0,61,ST,Graduate,53785471,5000000,36840,75,36915,4.637883271,5.974673792,795945,Literate
ASSAM,AUTONOMOUS DISTRICT,LIENKHOCHON,0,NPEP,BOOK,MALE,0,39,ST,8th Pass,6830962,1606436,9920,117,10037,1.261016779,1.624483296,795945,Literate
ASSAM,AUTONOMOUS DISTRICT,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,8160,34,8194,1.029468117,1.326194692,795945,Not Available
UTTAR PRADESH,AZAMGARH,Akhilesh Yadav,1,SP,BICYCLE,MALE,0,45,GENERAL,Graduate,377859166,2853000,619594,1984,621578,34.74117579,60.3593333,1789168,Literate
UTTAR PRADESH,AZAMGARH,Dinesh Lal Yadav Nirahua,0,BJP,LOTUS,MALE,1,40,GENERAL,12th Pass,59380841,5415364,360255,1449,361704,20.21632401,35.12384977,1789168,Literate
UTTAR PRADESH,BADAUN,Dr. Sanghmitra Maurya,0,BJP,LOTUS,FEMALE,2,34,GENERAL,Graduate,40372093,0,510343,1009,511352,27.03311947,47.28287504,1891576,Literate
UTTAR PRADESH,BADAUN,Dharmendra Yadav,0,SP,BICYCLE,MALE,3,40,GENERAL,Post Graduate,118688322,26510293,491959,939,492898,26.05753086,45.57650022,1891576,Literate
UTTAR PRADESH,BADAUN,Saleem Iqbal Shervani,0,INC,HAND,MALE,5,66,GENERAL,Graduate,763872000,5000000,51896,51,51947,2.746228542,4.803351722,1891576,Literate
KARNATAKA,BAGALKOT,Gaddigoudar Parvatagouda Chandanagouda,1,BJP,LOTUS,MALE,0,68,GENERAL,Graduate,43980663,7987991,661662,2976,664638,39.00434857,55.17032428,1704010,Literate
KARNATAKA,BAGALKOT,Veena Kashappanavar,0,INC,HAND,FEMALE,0,38,GENERAL,Graduate,78375219,26784734,495636,815,496451,29.13427738,41.20944433,1704010,Literate
UTTAR PRADESH,BAGHPAT,Dr. SATYAPAL SINGH,1,BJP,LOTUS,MALE,1,63,GENERAL,Post Graduate,78195793,0,519631,6158,525789,32.52686709,50.28552793,1616476,Literate
UTTAR PRADESH,BAGHPAT,JAYANT CHAUDHARY,0,RLD,HAND PUMP,MALE,0,40,GENERAL,Post Graduate,275023812,29242618,500794,1493,502287,31.07296366,48.03783831,1616476,Literate
WEST BENGAL,BAHARAMPUR,ADHIR RANJAN CHOWDHURY,1,INC,HAND,MALE,7,63,GENERAL,10th Pass,101315437,8506984,589580,1526,591106,36.07873153,45.43359008,1638378,Literate
WEST BENGAL,BAHARAMPUR,APURBA SARKAR (DAVID),0,AITC,FLOWERS AND GRASS,MALE,9,55,GENERAL,12th Pass,47930322,2119820,509886,524,510410,31.15337242,39.23113403,1638378,Literate
WEST BENGAL,BAHARAMPUR,KRISHNA JOYARDAR,0,BJP,LOTUS,MALE,0,55,GENERAL,Graduate,6200,0,141231,1807,143038,8.73046391,10.99418693,1638378,Literate
WEST BENGAL,BAHARAMPUR,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14072,14,14086,0.859752755,1.082678149,1638378,Not Available
WEST BENGAL,BAHARAMPUR,SAMIR BISWAS,0,IND,BEAD NECKLACE,MALE,0,38,SC,8th Pass,10200,0,13681,1,13682,0.835094221,1.0516259,1638378,Literate
WEST BENGAL,BAHARAMPUR,ID MOHAMMAD,0,RSP,SPADE & STOKER,MALE,0,66,GENERAL,Graduate,3968029,322779,13342,20,13362,0.815562709,1.02703006,1638378,Literate
UTTAR PRADESH,BAHRAICH,AKSHAIBAR LAL,1,BJP,LOTUS,MALE,0,73,SC,10th Pass,45691463,3028133,525512,470,525982,30.40520074,53.1218218,1729908,Literate
UTTAR PRADESH,BAHRAICH,SHABBIR BALMIKI,0,SP,BICYCLE,MALE,1,60,SC,12th Pass,11162030,0,396843,387,397230,22.9624928,40.11844754,1729908,Literate
UTTAR PRADESH,BAHRAICH,SAVITRI BAI PHULE,0,INC,HAND,FEMALE,7,38,SC,Graduate,3046772,0,34383,71,34454,1.991666609,3.479699397,1729908,Literate
UTTAR PRADESH,BAHRAICH,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,13184,5,13189,0.762410487,1.332029818,1729908,Not Available
MADHYA PRADESH,BALAGHAT,DR DHAL SINGH BISEN,1,BJP,LOTUS,MALE,0,66,GENERAL,Not Available,88648133,1530693,692859,3243,696102,39.3784101,50.70931647,1767725,Not Available
MADHYA PRADESH,BALAGHAT,MADHU BHAGAT,0,INC,HAND,MALE,0,53,GENERAL,12th Pass,10237135,0,452594,1442,454036,25.68476432,33.07540449,1767725,Literate
MADHYA PRADESH,BALAGHAT,KANKAR MUNJARE,0,BSP,ELEPHANT,MALE,6,68,GENERAL,Not Available,20550745,2200000,84996,181,85177,4.818453096,6.204934692,1767725,Not Available
MADHYA PRADESH,BALAGHAT,BODHSINGH BHAGAT,0,IND,AUTO- RICKSHAW,MALE,0,62,GENERAL,Graduate,44244840,0,47105,115,47220,2.671229971,3.439860716,1767725,Literate
ODISHA,BALASORE,PRATAP CHANDRA SARANGI,1,BJP,LOTUS,MALE,7,64,GENERAL,Graduate,1346236,160,481438,2420,483858,31.58793587,41.73510271,1531781,Literate
ODISHA,BALASORE,RABINDRA KUMAR JENA,0,BJD,CONCH,MALE,0,51,GENERAL,Not Available,726151097,63341667,470242,660,470902,30.74212306,40.61758478,1531781,Not Available
ODISHA,BALASORE,NAVAJYOTI PATNAIK,0,INC,HAND,MALE,0,46,GENERAL,Graduate,1042005000,1079582000,179070,333,179403,11.71205283,15.47438015,1531781,Literate
UTTAR PRADESH,BALLIA,Virendra Singh,1,BJP,LOTUS,MALE,2,62,GENERAL,Graduate,24498319,0,464039,5075,469114,25.73837185,47.357938,1822625,Literate
UTTAR PRADESH,BALLIA,Sanatan Pandey,0,SP,BICYCLE,MALE,5,56,GENERAL,Not Available,26500222,531827,450408,3187,453595,24.88690762,45.79126585,1822625,Not Available
UTTAR PRADESH,BALLIA,Vinod,0,SBSP,WALKING STICK,MALE,3,51,GENERAL,12th Pass,67939301,0,35874,26,35900,1.969686578,3.624172321,1822625,Literate
WEST BENGAL,BALURGHAT,Sukanta Majumdar,1,BJP,LOTUS,MALE,0,39,GENERAL,Doctorate,5825866,2168170,537577,1740,539317,37.66958813,45.00920936,1431704,Literate
WEST BENGAL,BALURGHAT,Arpita Ghosh,0,AITC,FLOWERS AND GRASS,FEMALE,0,52,GENERAL,Graduate,2824728,0,505463,561,506024,35.34417729,42.23071062,1431704,Literate
WEST BENGAL,BALURGHAT,Ranen Barman,0,RSP,SPADE & STOKER,MALE,0,50,SC,10th Pass,4632504,0,72917,73,72990,5.098120841,6.091449354,1431704,Literate
WEST BENGAL,BALURGHAT,Abdus Sadek Sarkar,0,INC,HAND,MALE,4,40,GENERAL,Graduate,21868500,9884000,36698,85,36783,2.56917631,3.069759989,1431704,Literate
WEST BENGAL,BALURGHAT,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,13403,11,13414,0.93692551,1.119478033,1431704,Not Available
GUJARAT,BANASKANTHA,PARBATBHAI SAVABHAI PATEL,1,BJP,LOTUS,MALE,0,70,GENERAL,Graduate,41819177,4500000,675650,3458,679108,40.00909635,61.52795181,1697384,Literate
GUJARAT,BANASKANTHA,PARTHIBHAI GALBABHAI BHATOL,0,INC,HAND,MALE,1,75,GENERAL,10th Pass,40404078,2164385,309446,1366,310812,18.31123659,28.15991824,1697384,Literate
GUJARAT,BANASKANTHA,THAKOR SWARUPJI SARDARJI,0,IND,GAS CYLINDER,MALE,0,39,GENERAL,8th Pass,1705000,0,48516,118,48634,2.865232617,4.406295329,1697384,Literate
GUJARAT,BANASKANTHA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,12658,70,12728,0.749859784,1.153171175,1697384,Not Available
GUJARAT,BANASKANTHA,TEJABHAI NETHIBHAI RABARI,0,BSP,ELEPHANT,MALE,1,49,GENERAL,Literate,7985000,1800000,11034,54,11088,0.653240516,1.004585323,1697384,Literate
GUJARAT,BANASKANTHA,PUROHIT SHYAMABEN NARANBHAI,0,IND,DIAMOND,FEMALE,0,33,GENERAL,Graduate,2578000,2306381,11064,5,11069,0.652121146,1.002863902,1697384,Literate
UTTAR PRADESH,BANDA,R.K. SINGH PATEL,1,BJP,LOTUS,MALE,2,59,GENERAL,Graduate,55794086,0,477100,826,477926,28.07986256,46.18035157,1702024,Literate
UTTAR PRADESH,BANDA,SHYAMA CHARAN GUPTA,0,SP,BICYCLE,MALE,0,74,GENERAL,Graduate,655645059,0,418647,341,418988,24.61704418,40.4853746,1702024,Literate
UTTAR PRADESH,BANDA,BALKUMAR PATEL,0,INC,HAND,MALE,8,59,GENERAL,12th Pass,43232650,13868284,75350,88,75438,4.432252424,7.28931542,1702024,Literate
UTTAR PRADESH,BANDA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,19248,2,19250,1.131006378,1.860061532,1702024,Not Available
UTTAR PRADESH,BANDA,CHHOTELAL,0,PSPL,KEY,MALE,0,37,GENERAL,12th Pass,2995889,0,12746,1,12747,0.74893186,1.231698927,1702024,Literate
KARNATAKA,BANGALORE CENTRAL,P. C. Mohan,1,BJP,LOTUS,MALE,0,55,GENERAL,12th Pass,755529306,312521957,601170,1683,602853,27.34254135,50.33477027,2204817,Literate
KARNATAKA,BANGALORE CENTRAL,Rizwan Arshad,0,INC,HAND,MALE,0,39,GENERAL,Graduate,158434648,45079101,531196,689,531885,24.12377082,44.40934902,2204817,Literate
KARNATAKA,BANGALORE CENTRAL,Prakash Raj,0,IND,WHISTLE,MALE,1,53,GENERAL,12th Pass,320963268,38320377,28822,84,28906,1.311038512,2.413485326,2204817,Literate
KARNATAKA,BANGALORE NORTH,D.V. Sadananda Gowda,1,BJP,LOTUS,MALE,0,66,GENERAL,Graduate,209384539,104302653,821934,2566,824500,28.93743968,52.84158931,2849250,Literate
KARNATAKA,BANGALORE NORTH,Krishna Byregowda,0,INC,HAND,MALE,0,46,GENERAL,Post Graduate,132509044,15596951,675834,1148,676982,23.76000702,43.38727085,2849250,Literate
KARNATAKA,BANGALORE RURAL,D.K. SURESH,1,INC,HAND,MALE,5,52,GENERAL,12th Pass,3388920717,519320305,877712,546,878258,35.16607687,54.11911581,2497458,Literate
KARNATAKA,BANGALORE RURAL,ASHWATHNARAYANGOWDA,0,BJP,LOTUS,MALE,2,59,GENERAL,10th Pass,293535096,0,670483,905,671388,26.88285449,41.37158435,2497458,Literate
KARNATAKA,BANGALORE RURAL,DR CHINNAPPA Y CHIKKAHAGADE,0,BSP,ELEPHANT,MALE,0,43,SC,Graduate,8810000,500000,19943,29,19972,0.799693128,1.230694148,2497458,Literate
KARNATAKA,BANGALORE SOUTH,TEJASVI SURYA,1,BJP,LOTUS,MALE,0,28,GENERAL,Graduate,1346593,0,736605,2624,739229,33.36640353,62.1379944,2215489,Literate
KARNATAKA,BANGALORE SOUTH,B.K.HARIPRASAD,0,INC,HAND,MALE,0,64,GENERAL,Graduate,150801799,34400000,407372,665,408037,18.41746901,34.29870963,2215489,Literate
WEST BENGAL,BANGAON,SHANTANU THAKUR,1,BJP,LOTUS,MALE,8,37,SC,Graduate,5265388,0,685237,2385,687622,40.33844255,48.81415082,1704632,Literate
WEST BENGAL,BANGAON,MAMATA THAKUR,0,AITC,FLOWERS AND GRASS,FEMALE,4,51,SC,5th Pass,22042316,0,575382,646,576028,33.79192694,40.89211467,1704632,Literate
WEST BENGAL,BANGAON,ALAKESH DAS,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,1,55,SC,Graduate,5556977,524879,89996,126,90122,5.2868889,6.397743092,1704632,Literate
WEST BENGAL,BANGAON,SOURAV PROSAD,0,INC,HAND,MALE,3,28,SC,Post Graduate,3026068,39999,22552,66,22618,1.326855298,1.605647381,1704632,Literate
BIHAR,BANKA,GIRIDHARI YADAV,1,JD(U),ARROW,MALE,1,58,GENERAL,Post Graduate,19816050,405701,476948,840,477788,28.11519871,47.97742655,1699394,Literate
BIHAR,BANKA,JAI PRAKASH NARAYAN YADAV,0,RJD,HURRICANE LAMP,MALE,2,65,GENERAL,Post Graduate,68739932,618721,276856,400,277256,16.31499229,27.84086117,1699394,Literate
BIHAR,BANKA,PUTUL KUMARI,0,IND,GAS CYLINDER,FEMALE,3,61,GENERAL,Post Graduate,53801629,1700000,103448,281,103729,6.103881737,10.41602233,1699394,Literate
BIHAR,BANKA,MANOJ KUMAR SAH,0,IND,FLUTE,MALE,0,44,GENERAL,10th Pass,41500,0,44394,4,44398,2.612578366,4.458257185,1699394,Literate
BIHAR,BANKA,PRAVIN KUMAR JHA,0,IND,BABY WALKER,MALE,0,46,GENERAL,12th Pass,7341490,0,17021,4,17025,1.00182771,1.709577651,1699394,Literate
BIHAR,BANKA,MRITUNJAY ROY,0,IND,BLACK BOARD,MALE,0,38,GENERAL,Literate,2605273,0,14228,1,14229,0.837298472,1.428815295,1699394,Literate
BIHAR,BANKA,MD RAFIQUE ALAM,0,BSP,ELEPHANT,MALE,1,50,GENERAL,Graduate,16862361,97503,11931,29,11960,0.703780289,1.200972024,1699394,Literate
WEST BENGAL,BANKURA,DR. SUBHAS SARKAR,1,BJP,LOTUS,MALE,1,65,GENERAL,Graduate,19799440,3261495,672202,3117,675319,40.95557903,49.19837249,1648906,Literate
WEST BENGAL,BANKURA,SUBRATA MUKHERJEE,0,AITC,FLOWERS AND GRASS,MALE,2,72,GENERAL,Post Graduate,12235759,0,500122,864,500986,30.38293268,36.49785633,1648906,Literate
WEST BENGAL,BANKURA,AMIYA PATRA,0,CPI(M),"HAMMER, SICKLE AND STAR",MALE,1,67,GENERAL,Graduate,7521446,0,100014,268,100282,6.081729341,7.305749119,1648906,Literate
WEST BENGAL,BANKURA,MILAN MANDI,0,IND,COT,MALE,5,40,ST,12th Pass,290750,0,14937,5,14942,0.90617658,1.088555307,1648906,Literate
WEST BENGAL,BANKURA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,13987,32,14019,0.850200072,1.021312867,1648906,Not Available
UTTAR PRADESH,BANSGAON,Kamlesh Paswan,1,BJP,LOTUS,MALE,5,42,SC,Graduate,171706883,6049264,544434,2239,546673,31.21601729,56.37065199,1751258,Literate
UTTAR PRADESH,BANSGAON,Sadal Prasad,0,BSP,ELEPHANT,MALE,0,62,SC,Post Graduate,8702160,0,391441,1764,393205,22.45271685,40.54566846,1751258,Literate
UTTAR PRADESH,BANSGAON,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,14060,33,14093,0.804735796,1.453211698,1751258,Not Available
RAJASTHAN,BANSWARA,KANAKMAL KATARA,1,BJP,LOTUS,MALE,0,62,ST,Graduate,58711904,1746729,710684,1025,711709,36.02918545,49.42049525,1975368,Literate
RAJASTHAN,BANSWARA,TARACHAND BHAGORA,0,INC,HAND,MALE,0,65,ST,Post Graduate,34354639,6449772,405874,371,406245,20.56553513,28.20932304,1975368,Literate
RAJASTHAN,BANSWARA,KANTILAL ROAT,0,BTP,AUTO- RICKSHAW,MALE,0,43,ST,Post Graduate,1229683,0,249964,797,250761,12.69439416,17.41264029,1975368,Literate
RAJASTHAN,BANSWARA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,29957,5,29962,1.516780671,2.080536959,1975368,Not Available
RAJASTHAN,BANSWARA,BAPULAL,0,BSP,ELEPHANT,MALE,0,31,ST,8th Pass,311000,0,26169,3,26172,1.324917686,1.817362436,1975368,Literate
RAJASTHAN,BANSWARA,NITESH DAMOR,0,IND,AIR CONDITIONER,MALE,0,26,ST,Graduate,30811,0,14822,0,14822,0.750341202,1.029227649,1975368,Literate
ANDHRA PRADESH,BAPATLA,NANDIGAM SURESH,1,YSRCP,CEILING FAN,MALE,0,42,SC,8th Pass,4158610,269000,592250,6007,598257,40.73458249,47.10692458,1468671,Literate
ANDHRA PRADESH,BAPATLA,MALYADRI SRIRAM,0,TDP,BICYCLE,MALE,0,65,SC,Post Graduate,42520353,598794,577403,4789,582192,39.64073642,45.84196196,1468671,Literate
ANDHRA PRADESH,BAPATLA,K. DEVANAND,0,BSP,ELEPHANT,MALE,0,64,SC,Post Graduate,34436000,1200000,42262,318,42580,2.899219771,3.352761185,1468671,Literate
ANDHRA PRADESH,BAPATLA,NOTA,0,NOTA,,,-1,0,,Not Available,0,0,13178,40,13218,0.899997345,1.040789041,1468671,Not Available
ANDHRA PRADESH,BAPATLA,J.D. SEELAM,0,INC,HAND,MALE,0,65,SC,Post Graduate,126397634,8342498,12941,214,13155,0.895707752,1.035828403,1468671,Literate
UTTAR PRADESH,BARABANKI,Upendra Singh Rawat,1,BJP,LOTUS,MALE,1,51,SC,Post Graduate,18050127,3171774,535594,323,535917,29.49736629,46.37131525,1816830,Literate
UTTAR PRADESH,BARABANKI,Ram Sagar Rawat,0,SP,BICYCLE,MALE,5,68,SC,10th Pass,10294367,127553,425624,153,425777,23.43515904,36.84122633,1816830,Literate
UTTAR PRADESH,BARABANKI,Tanuj Punia,0,INC,HAND,MALE,0,34,SC,Graduate,12572577,27052,159575,36,159611,8.785136749,13.81066844,1816830,Literate
MAHARASHTRA,BARAMATI,Supriya Sule,1,NCP,CLOCK,FEMALE,0,49,GENERAL,Graduate,1408888704,5500000,683705,3009,686714,32.47392138,52.52845903,2114663,Literate
MAHARASHTRA,BARAMATI,Kanchan Rahul Kool,0,BJP,LOTUS,FEMALE,0,34,GENERAL,Graduate,47572790,2250279,528711,2229,530940,25.10754669,40.61291897,2114663,Literate
MAHARASHTRA,BARAMATI,Padalkar Navanath,0,VBA,CUP & SAUCER,MALE,1,43,GENERAL,Post Graduate,4980257,3700190,43953,181,44134,2.087046494,3.375919248,2114663,Literate
JAMMU & KASHMIR,BARAMULLA,MOHAMMAD AKBAR LONE,1,JKN,PLOUGH,MALE,0,71,GENERAL,Graduate,597434000,104935,132969,457,133426,10.12538153,29.26015189,1317738,Literate
JAMMU & KASHMIR,BARAMULLA,RAJA AIJAZ ALI,0,JPC,APPLE,MALE,0,67,GENERAL,Graduate,176868487,848606,103052,141,103193,7.831071123,22.63009349,1317738,Literate
JAMMU & KASHMIR,BARAMULLA,ENGINEER RASHID,0,IND,GAS CYLINDER,MALE,0,54,GENERAL,Not Available,8000000,6000000,100677,1491,102168,7.753286313,22.40531229,1317738,Not Available
JAMMU & KASHMIR,BARAMULLA,ABDUL QAYOOM WANI,0,JKPDP,INK POT & PEN,MALE,0,59,GENERAL,Graduate,16556983,473600,53307,223,53530,4.062264274,11.73906083,1317738,Literate
JAMMU & KASHMIR,BARAMULLA,HAJI FAROOQ AHMAD MIR,0,INC,HAND,MALE,0,55,GENERAL,8th Pass,12777435,0,34240,292,34532,2.620551278,7.572823625,1317738,Literate
